unnamed: 0,master_sort,old_sort,coral_id,site,code,type,search_term,lowest_level,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species,coral_id_numeric,site_numeric,code_numeric,type_numeric,search_term_numeric,lowest_level_numeric,cafi_size_mm_numeric,measurement_numeric,alt_size_mm_numeric,alt_measurement_numeric,extraction_method_numeric,photo_num_numeric,id_certainty_numeric,general_notes_numeric,identification_notes_numeric,revised_yn_numeric,revision_date_numeric,identified_by_numeric,revised_by_numeric,previous_name_numeric,phylum_numeric,subphylum_numeric,superclass_numeric,class_numeric,subclass_numeric,superorder_numeric,order_numeric,suborder_numeric,infraorder_numeric,superfamily_numeric,family_numeric,subfamily_numeric,genus_numeric,species_numeric
3448,562.0,551.0,MRB-POC15,MRB07,PESP,shrimp,Periclimenes,genus,5,rostrum_to_tail,,,clove,"Unknown Shrimp 197, 198",revision_possible,different original name,Too skinny for a FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,skinny clear shrimp with no claws; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,563.0,552.0,MRB-POC15,MRB07,PESP,shrimp,Periclimenes,genus,5,rostrum_to_tail,,,clove,"Unknown Shrimp 197, 198",revision_possible,different original name,Too skinny for a FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,skinny clear shrimp with no claws; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,568.0,557.0,MRB-POC15,MRB07,PESP,shrimp,Periclimenes,genus,5,rostrum_to_tail,,,clove,"Unknown Shrimp 199, 200, 201",revision_possible,,Looks skinny for a FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,skinny clear shrimp with white eyes and claws (EtOH); FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,625.0,615.0,MRB-POC16,MRB07,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"Unknown Shrimp 242, 243, 244",revision_possible,different original name in identified list,,y,3-Nov; 2020-05-11,JC,AP; JC; JC,skinny clear shrimp with no claws; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,669.0,659.0,MRB-POC18,MRB08,PESP,shrimp,Periclimenes,genus,10,rostrum_to_tail,,,smash,unknown shrimp 260,revision_possible,,Looks skinny for a FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,orange_claw_and_body_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,668.0,658.0,MRB-POC19,MRB08,PESP,shrimp,Periclimenes,genus,13,rostrum_to_tail,,,clove,unknown shrimp 263,revision_possible,"photo number entered incorrectly, corrected to 263 from 262","Distant backup is Urocaris longicaudatus (formerly P. longicaudatus), claw pattern looks right but shape and body don't",y,2020-05-22,JC,JC,long_banded_claw_shrimp,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,687.0,677.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,9,rostrum_to_tail,,,clove,"unknown shrimp 264, 265, 266",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,688.0,678.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,9,rostrum_to_tail,,,clove,"unknown shrimp 264, 265, 266",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,689.0,679.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"unknown shrimp 264, 265, 266",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,690.0,680.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,"unknown shrimp 267, 268, 269",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,691.0,681.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"unknown shrimp 267, 268, 269",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,692.0,682.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"unknown shrimp 267, 268, 269",revision_possible,,,y,2020-04-06,JC,JC,harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,695.0,685.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,7.5,rostrum_to_tail,,,clove,"unknown shrimp 272, 273, 274",revision_possible,,Borderline but hard to say without side angle,y,3-Nov; 2020-05-11,JC,AP; JC; JC,harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,696.0,686.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"unknown shrimp 272, 273, 274",revision_possible,,Borderline but hard to say without side angle,y,3-Nov; 2020-05-11,JC,AP; JC; JC,harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,697.0,687.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,"unknown shrimp 272, 273, 274",revision_possible,,Borderline but hard to say without side angle,y,3-Nov; 2020-05-11,JC,AP; JC; JC,harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,698.0,688.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"unknown shrimp 276, 277",revision_possible,,,y,3-Nov; 2020-05-11,JC,AP; JC; JC,harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,699.0,689.0,MRB-POC19,MRB09,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,"unknown shrimp 276, 277",revision_possible,,,y,3-Nov; 2020-05-11,JC,AP; JC; JC,harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,1995.0,1985.0,MRB-POC26,MRBS2,PESP,shrimp,Periclimenes,genus,8,rostrum_to_tail,,,clove,"Unknown Shrimp 573, 574",revision_possible,,"Some periclimenes have red eyes, mouth palps visible on one, can't quite see on second - may be different species",y,2020-05-22,JC,JC,red_eye_harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,1996.0,1986.0,MRB-POC26,MRBS2,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,"Unknown Shrimp 573, 574",revision_possible,,"Some periclimenes have red eyes, mouth palps visible on one, can't quite see on second - may be different species",y,2020-05-22,JC,JC,red_eye_harpiliopsis,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,2042.0,2032.0,MRB-POC28,MRBS2,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,Unknown Shrimp 587-599,revision_possible,gravid,"Too skinny for FECH, all photographed together so pick the three smallest ones to be PESP",y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,2043.0,2033.0,MRB-POC28,MRBS2,PESP,shrimp,Periclimenes,genus,6,rostrum_to_tail,,,clove,Unknown Shrimp 587-599,revision_possible,,"Too skinny for FECH, all photographed together so pick the three smallest ones to be PESP",y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,2044.0,2034.0,MRB-POC28,MRBS2,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,Unknown Shrimp 587-599,revision_possible,gravid,"Too skinny for FECH, all photographed together so pick the three smallest ones to be PESP",y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,2077.0,2067.0,MRB-POC29,MRBS2,PESP,shrimp,Periclimenes,genus,5,rostrum_to_tail,,,clove,Unknown Shrimp 627-632,revision_possible,,Skinny for FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,2078.0,2068.0,MRB-POC29,MRBS2,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,Unknown Shrimp 627-632,revision_possible,,Skinny for FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,2079.0,2069.0,MRB-POC29,MRBS2,PESP,shrimp,Periclimenes,genus,7,rostrum_to_tail,,,clove,Unknown Shrimp 627-632,revision_possible,gravid,Skinny for FECH,y,3-Nov; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,2163.0,2153.0,MRB-POC33,MRBS3,PESP,shrimp,Periclimenes,genus,11,rostrum_to_tail,,,clove,Unknown Shrimp 683,revision_possible,,"Distant backup is Urocaris longicaudatus (formerly P. longicaudatus), claw pattern looks right but shape and body don't",y,2020-05-22,JC,JC; JC,bingus_shrimp; long_banded_claw_shrimp,107035.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,347.0,340.0,MRB-POC11,MRB05,PETR,shrimp,Periclimenaeus tridentatus,species,,rostrum_to_tail,,,clove,Unknown Shrimp 152,revision_possible,merged manually from AP community matrix 7/6,"Periclimenaeus_tridentatus; white spots all over inc. sheath around legs and long claw; Could be congener, but good match; white spots all over body including sheath around legs, large long spotted claw",y,2020-05-13,JC,JC,clear_shrimp,220170.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenaeus,Periclimenaeus tridentatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,134.0,130.0,MRB-POC05,MRB03,PETU,crab,Perinia tumida,species,,carapace_width,,,clove,UC 20,certain,merged from AP community matrix data on 7/6,"Seems right.. but not totally sure how you can distinguish to species. There's other squat reddish Majoids with stubby legs, is decorating taxa specific?",y,14-Nov,AP,AP,unknown_crab,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,244.0,237.0,MRB-POC08,MRB04,PETU,crab,Perinia tumida,species,,carapace_width,,,clove,UC 33,certain,merged from AP community matrix data on 7/6,Crown shaped patterning seems unique to species in majids,y,14-Nov,AP,AP,unknown_crab,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,366.0,357.0,MRB-POC11,MRB05,PETU,crab,Perinia tumida,species,,carapace_width,,,clove,UC 52,certain,merged manually from AP community matrix 7/6,,y,14-Nov,AP,AP,unknown_crab,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,399.0,390.0,MRB-POC12,MRB06,PETU,crab,Perinia tumida,species,5.3,carapace_width,,,clove,,certain,,,,,,,,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,440.0,429.0,MRB-POC13,MRB06,PETU,crab,Perinia tumida,species,5.9,carapace_width,,,smash,,certain,,,,,,,,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,702.0,692.0,MRB-POC19,MRB09,PETU,crab,Perinia tumida,species,6,carapace_width,,,clove,PETU 1,certain,,,,,,,,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,2000.0,1990.0,MRB-POC26,MRBS2,PETU,crab,Perinia tumida,species,5,carapace_width,,,smash,,certain,,,,,,,,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,2461.0,2451.0,MRB-POC35,,PETU,crab,Perinia tumida,species,6,carapace_width,,,clove,Unknown Crab 140,certain,,,y,31-Oct,AP,AP,poss_PETU,217318.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,Perinia,Perinia tumida,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,1197.0,1187.0,HAU-POC16,HAU05,PEWA,shrimp,Periclimenes watamuae,species,7,rostrum_to_tail,,,clove,Unknown Shrimp 384,certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,1-Apr; 2020-05-22,JC,JC; JC,thicc_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,1219.0,1209.0,HAU-POC17,HAU06,PEWA,shrimp,Periclimenes watamuae,species,6,rostrum_to_tail,,,clove,Unknown Shrimp 392,certain,,"Too skinny for FECH; clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,30-Oct; 2020-05-11; 2020-05-22,JC,AP; JC; JC; JC,thicc_harpiliopsis; FECH; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,1223.0,1213.0,HAU-POC17,HAU06,PEWA,shrimp,Periclimenes watamuae,species,5,rostrum_to_tail,,,clove,Unknown Shrimp 396,certain,,"Look like other harpiliopsis, not thick; clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,30-Oct; 2020-05-11; 2020-05-22,JC,AP; JC; JC; JC,harpiliopsis; FECH; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,1237.0,1227.0,HAU-POC18,HAU06,PEWA,shrimp,Periclimenes watamuae,species,6,rostrum_to_tail,,,clove,"Unknown Shrimp 402, 403",certain,,"skinny, no white dots; clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,30-Oct; 2020-05-11; 2020-05-22,JC,AP; JC; JC; JC,thicc_harpiliopsis; FECH; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,2846.0,2836.0,HAU-POC37,,PEWA,shrimp,Periclimenes watamuae,species,8,rostrum_to_tail,,,clove,Unknown Shrimp 787,certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,4/1/2020; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,1375.0,1365.0,MAT-POC01,MAT01,PEWA,shrimp,Periclimenes watamuae,species,9,rostrum_to_tail,,,clove,Unknown Shrimp 432,certain,gravid,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,1410.0,1400.0,MAT-POC06,MAT02,PEWA,shrimp,Periclimenes watamuae,species,9,rostrum_to_tail,,,clove,Unknown Shrimp 450,certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,1421.0,1411.0,MAT-POC07,MAT02,PEWA,shrimp,Periclimenes watamuae,species,7,rostrum_to_tail,,,clove,"Unknown Shrimp 457, 458, 459",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,4/1/2020; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,1422.0,1412.0,MAT-POC07,MAT02,PEWA,shrimp,Periclimenes watamuae,species,7,rostrum_to_tail,,,clove,"Unknown Shrimp 457, 458, 459",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,4/1/2020; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,1423.0,1413.0,MAT-POC07,MAT02,PEWA,shrimp,Periclimenes watamuae,species,8,rostrum_to_tail,,,clove,"Unknown Shrimp 457, 458, 459",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,4/1/2020; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,1424.0,1414.0,MAT-POC07,MAT02,PEWA,shrimp,Periclimenes watamuae,species,8,rostrum_to_tail,,,clove,"Unknown Shrimp 460, 461",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,1425.0,1415.0,MAT-POC07,MAT02,PEWA,shrimp,Periclimenes watamuae,species,10,rostrum_to_tail,,,clove,"Unknown Shrimp 460, 461",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,1402.0,1392.0,MAT-POC08,MAT02,PEWA,shrimp,Periclimenes watamuae,species,8,rostrum_to_tail,,,smash,"Unknown Shrimp 488, 489",certain,gravid,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,5/22/2020; 8/26/2024,JC,JC;AP,harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,1429.0,1419.0,MAT-POC08,MAT02,PEWA,shrimp,Periclimenes watamuae,species,8,rostrum_to_tail,,,clove,"Unknown Shrimp 465, 466, 467, 468, 469",certain,,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,4/1/2020; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; harpiliopsis,210617.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Periclimenes,Periclimenes watamuae,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
