coral_id,slurry_date,nub,slurry_rep,slurry_volume,slurry_notes,dry_weight,dip_weight,wax_weight,surface_area,wax_dipping_notes,protein_analysis_date,protein_sample_notes,protein_absorbance,protein_absorbance_se,protein_mg_ml,protein_se,carb_analysis_date,carb_sample_notes,carb_absorbance,carb_absorbance_se,carb_mg_ml,carb_se,avg_num_zoox_cells,num_zoox_cells_se,haplotype,dna_collection_date,branch_width,burned_pan,burned_pan_se,burned_pan_dry_res,burned_pan_dry_res_se,dry_tissue,dry_tissue_se,burned_pan_burned_res,burned_pan_burned_res_se,afdw_g_ml,afdw_se,protein_mg_cm2,carb_mg_cm2,zooxdensity,zoox_cells_cm2,afdw_mg_cm2,protein_mg_cm2_se,carb_mg_cm2_se,zooxdensity_se,zoox_cells_cm2_se,afdw_mg_cm2_se
MAT-POC11,2019-08-13,2.0,1,20.0,,17.015,18.058,1.043,4016.02,,2020-11-02,pellet/smear,0.4555,0.0055,0.952,0.013,2020-11-17,,0.393666667,0.000881917,0.117333333,0.000333333,51.0,2.537596095,1a_Pm,2019-07-16,tight,0.779,0.0076,0.8269,0.0077,0.0479,0.0001,0.81485,0.00775,0.01205,5e-05,0.0047410122459549,0.0005843264376173,510000.0,2539.82798890444,0.0600096613064676,6.47407134426621e-05,1.6600166333833e-06,25375.96095,126.373678168933,0.0002490027440102
MAT-POC12,2019-08-13,2.0,1,23.0,,36.056,37.863,1.807,6911.58,~2.5 cm2 brown at base,2020-11-01,smear,0.897,0.023860707,1.962333333,0.056131789,2020-11-16,,0.923333333,0.009938701,0.264333333,0.002728451,72.25,3.382497284,1a_Pm,2019-07-16,tight,0.7801,0.0026,0.83235,0.00215,0.05225,0.00045,0.8172,0.0023,0.01515,0.00015,0.006530151811742,0.0008796348532462,722500.0,2404.29829358844,0.0504153898240344,0.0001867924768287,9.0795987314044e-06,33824.97284,112.561002740329,0.0004991622754854
MAT-POC13,2019-08-13,1.0,1,18.0,,26.048,27.753,1.705,6525.0,,2020-11-03,,0.594666667,0.002333333,1.279333333,0.005607535,2020-11-16,,0.893,0.003605551,0.256,0.001,164.5,9.858160748,1a_Pe,2019-07-18,wide,0.7723,0.0051,0.8234,0.0044,0.0511,0.0007,0.8095,0.0043,0.0139,0.0001,0.0035291954013793,0.0007062068965517,1645000.0,4537.93103448276,0.0383448275862069,1.54690620689655e-05,2.75862068965517e-06,98581.60748,271.949262013793,0.0002758620689655
MAT-POC14,2019-08-13,1.0,1,15.5,,34.929,37.045,2.116,8082.69,"Dropped in wax, likely overestimated",2020-11-03,,0.686333333,0.010728985,1.495666667,0.02596365,2020-11-19,,0.784,0.028536526,0.250333333,0.008838049,67.58333333,2.684010831,1a_Pe,2019-07-18,wide,0.7669,0.001,0.81865,0.00145,0.05175,0.00045,0.80395,0.00145,0.0147,0.0,0.0028682076559289,0.000480058824661,675833.3333,1296.0309830205,0.0281898724310842,4.97899307037632e-05,1.69485356360321e-05,26840.10831,51.4706958704342,0.0
MAT-POC15,2019-08-13,2.0,1,20.0,,16.662,17.789,1.127,4334.38,,,,,,,,2020-11-18,,0.425666667,0.004841946,0.126,0.001527525,36.38888889,1.430615044,1a_Pm,2019-07-18,tight,0.77095,0.00165,0.81905,0.00145,0.0481,0.0002,0.80715,0.00135,0.0119,0.0001,,0.0005813980315523,363888.8889,1679.08161674795,0.054909814091058,,7.04841292180196e-06,14306.15044,66.012442102446,0.0004614270091685
MAT-POC16,2019-08-13,2.0,1,15.5,,18.616,19.605,0.989,3811.36,,2020-11-02,pellet,0.438666667,0.002185813,0.930333333,0.005897269,2020-11-18,,0.478333333,0.006887993,0.141333333,0.001855921,70.58333333,2.416666667,1a_Pe,2019-07-18,wide,0.77245,0.00455,0.8212,0.0053,0.04875,0.00075,0.8082,0.0046,0.013,0.0007,0.0037834701160478,0.0005747729580779,705833.3333,2870.47580552611,0.0528682674950674,2.39829534601822e-05,7.54764060597792e-06,24166.66667,98.2807536902838,0.002846752865119
MAT-POC17,2019-08-13,1.0,1,20.0,,22.432,24.435,2.003,7654.42,,2020-11-03,pellet,0.445,0.00321455,1.521,0.01266228,2020-11-19,,0.721333333,0.008743251,0.230666667,0.002848001,147.5,6.596716355,3h,2019-07-19,tight,0.77225,0.00105,0.82035,0.00115,0.0481,0.0001,0.80765,0.00105,0.0127,0.0001,0.0039741743985827,0.0006027018820498,1475000.0,3853.98240493728,0.0331834417238667,3.30848842890774e-05,7.44145474118222e-06,65967.16355,172.363584830725,0.0002612869427076
MAT-POC18,2019-08-13,2.0,1,15.5,,38.721,40.43,1.709,6540.16,,2020-11-02,pellet,0.613333333,0.004666667,1.369333333,0.011680944,2020-11-18,,0.770333333,0.010333333,0.225333333,0.002962731,80.33333333,3.728134909,Did not amplify,2019-07-19,wide,0.7616,0.0098,0.8133,0.0093,0.0517,0.0005,0.79825,0.00995,0.01505,0.00065,0.003245282479557,0.0005340338250899,803333.3333,1903.87798863483,0.0356680876308836,2.76835172228202e-05,7.02159129134455e-06,37281.34909,88.3557758365239,0.0015404821900381
MAT-POC19,2019-08-13,1.0,1,21.0,,15.095,16.432,1.337,5130.28,,2020-11-01,pellet/smear,0.728,0.002,1.567,0.004,2020-11-16,,0.599,0.006806859,0.173,0.002081666,47.05555556,2.021893603,10,2019-07-19,tight,0.7699,0.0041,0.8215,0.0041,0.0516,0.0,0.80705,0.00385,0.01445,0.00025,0.0064142697864444,0.0007081484831237,470555.5556,1926.14568163921,0.0591488183880802,1.63733753323405e-05,8.520974683643e-06,20218.93603,82.7630571099433,0.0010233359582712
MAT-POC20,2019-08-13,2.0,1,17.0,,30.088,31.6702,1.5822,6059.588,,2020-11-02,pellet/smear,0.638666667,0.007535103,1.432333333,0.018675593,2020-11-18,,0.836666667,0.015070206,0.244333333,0.004484541,162.8333333,11.39127346,1a_Pe,2019-07-19,wide,0.7689,0.0022,0.82085,0.00205,0.05195,0.00015,0.80635,0.00255,0.0145,0.0005,0.0040183700048584,0.0006854701443398,1628333.333,4568.24237241872,0.0406793333144102,5.23938394821562e-05,1.25812509035268e-05,113912.7346,319.578903417196,0.0014027356315313
MAT-POC21,2019-08-13,1.0,1,22.0,,25.134,26.436,1.302,4997.63,,2020-11-03,,0.528666667,0.01034945,1.123333333,0.024209732,2020-11-19,,0.494666667,0.005925463,0.160333333,0.001855921,47.38888889,1.845572141,1a_Pm,2019-07-19,tight,0.7853,0.0045,0.8332,0.0052,0.0479,0.0007,0.8216,0.0047,0.0116,0.0005,0.0049450106002245,0.0007058012149758,473888.8889,2086.09992252328,0.0510642044329012,0.0001065733365615,8.16992494442366e-06,18455.72141,81.2436837100786,0.0022010432945216
MAT-POC22,2019-08-13,2.0,1,21.0,,22.438,23.3664,0.9284,3581.686,,2020-11-03,pellet,0.326,0.001,1.074666667,0.003844188,2020-11-19,,0.466666667,0.009683893,0.151666667,0.003179797,52.33333333,1.997473151,1a_Pe,2019-08-04,wide,0.77095,0.00135,0.8178,0.0011,0.04685,0.00025,0.80545,0.00125,0.01235,0.00015,0.0063009431890456,0.0008892460162616,523333.3333,3068.38734587566,0.0724100325935886,2.25390913664682e-05,1.86436602761939e-05,19974.73151,117.115057464557,0.000879474080084
MAT-POC23,2019-08-13,2.0,1,15.0,,18.354,19.4576,1.1036,4245.694,,2020-10-28,,0.6845,0.0125,1.781,0.036,2020-11-19,,0.676666667,0.01669664,0.194333333,0.004666667,82.75,3.393677276,Did not amplify,2019-08-04,tight,0.77715,0.00505,0.8263,0.0047,0.04915,0.00035,0.81275,0.00485,0.01355,0.00015,0.0062922575202075,0.0006865779764156,827500.0,2923.55030767644,0.0478720322284178,0.0001271876871013,1.64872939500586e-05,33936.77276,119.898323195218,0.0005299486962555
MAT-POC26,2019-08-13,2.0,1,27.5,clumpy,24.027,25.7426,1.7156,6565.174,,2020-11-03,pellet/smear,0.483666667,0.005206833,1.666333333,0.020275875,2020-11-19,,0.861666667,0.01283658,0.274333333,0.004176655,77.91666667,2.496841439,Did not amplify,2019-08-05,tight,0.7727,0.0053,0.8192,0.0067,0.0465,0.0014,0.80705,0.00665,0.01215,5e-05,0.0069798860864159,0.0011491190724724,779166.6667,3263.74949609104,0.0508935482898092,8.49309648914103e-05,1.7495044685792e-05,24968.41439,104.586930327361,0.0002094384703284
MAT-POC27,2019-08-13,2.0,1,18.0,,5.201,5.5594,0.3584,1421.386,,2020-11-02,smear,0.260666667,0.006839428,0.504,0.015524175,2020-11-17,,0.182333333,0.003756476,0.059,0.001154701,26.04166667,1.120428177,1a_Pm,2019-08-05,tight,0.77645,0.00105,0.82155,0.00125,0.0451,0.0002,0.81155,0.00105,0.01,0.0002,0.0063825027121415,0.0007471580555879,260416.6667,3297.83746329287,0.126636958574237,0.0001965934306374,1.4622782270263e-05,11204.28177,141.887616636157,0.0025327391714847
MAT-POC28,2019-08-13,2.0,1,27.5,,47.675,50.3808,2.7058,10318.032,,2020-11-02,pellet,0.718,0.009643651,1.555666667,0.022452419,2020-11-17,,0.898666667,0.005364492,0.256333333,0.001452966,129.1666667,3.145543585,1a_Pe,2019-08-05,wide,0.7852,,0.8356,,0.0504,,0.8222,,0.0134,,0.0041462202620131,0.0006831890672077,1291666.667,3442.59771073592,0.0357141749511922,5.98410164360801e-05,3.87249865090552e-06,31455.43585,83.8361894860376,
MAT-POC29,2019-08-13,1.0,1,15.5,,13.862,14.6837,0.8217,3177.293,,2020-10-28,,0.315333333,0.006119187,0.729666667,0.017169094,2020-11-19,,0.363666667,0.006009252,0.105333333,0.001763834,52.08333333,2.800049603,1a_Pe,2019-08-05,wide,0.7766,0.0032,0.8225,0.0032,0.0459,0.0,0.81175,0.00315,0.01075,5e-05,0.0035595814860322,0.000513854611929,520833.3333,2540.81592920451,0.0524424407821375,8.3757134453763e-05,8.60462884600193e-06,28000.49603,136.596684178954,0.0002439183292192
MAT-POC30,2019-08-13,2.0,1,15.0,,9.972,10.564,0.592,2306.73,,2020-11-02,smear,0.519,0.004041452,1.098333333,0.008950481,2020-11-17,,0.52,0.011372481,0.152,0.00305505,80.16666667,2.673759507,3b,2019-08-06,tight,0.7711,0.0005,0.81915,5e-05,0.04805,0.00045,0.80705,0.00085,0.0121,0.0008,0.0071421449389395,0.000988412167874,801666.6667,5213.00715753469,0.0786828107320753,5.82023968995071e-05,1.98661091675229e-05,26737.59507,173.866870439973,0.0052021693046
MAT-POC31,2019-08-13,2.0,1,19.0,,13.472,14.4704,0.9984,3846.986,,2020-11-01,pellet/smear,0.551,0.008,1.152,0.019,2020-11-16,,0.451666667,0.003711843,0.132,0.001,45.0,1.634993154,1a_Pm,2019-08-06,tight,0.77695,0.00175,0.82545,0.00265,0.0485,0.0009,0.8131,0.0023,0.01235,0.00035,0.005689648987545,0.0006519389464895,450000.0,2222.51913575979,0.0609958029480742,9.3839696843191e-05,4.93893141279953e-06,16349.93154,80.7511904800277,0.0017286259944798
MAT-POC33,2019-08-13,2.0,1,20.0,,15.712,16.7262,1.0142,3906.868,,2020-10-28,,0.307333333,0.008373238,0.706,0.023965253,2020-11-19,,0.4,0.002516611,0.115333333,0.000666667,52.72222222,1.84498181,1a_Pe,2019-08-06,wide,0.77145,0.00075,0.8178,0.001,0.04635,0.00025,0.80685,0.00095,0.01095,5e-05,0.0036141482128395,0.0005904132568594,527222.2222,2698.95078205867,0.0560551316297351,0.0001226826859776,3.41279510851147e-06,18449.8181,94.4481262228465,0.0002559595051586
MAT-POC34,2019-08-13,2.0,1,15.0,,21.077,22.5109,1.4339,5497.531,,2020-11-03,smear,0.477,0.005507571,1.641,0.020808652,2020-11-19,,0.716,0.005507571,0.229333333,0.001666667,79.0,2.8123106,Did not amplify,2019-08-07,tight,0.6082,0.008,0.65815,0.00745,0.04995,0.00055,0.64375,0.00775,0.0144,0.0003,0.0044774645199817,0.0006257354428742,790000.0,2155.51308396442,0.0392903650747945,5.67763565134967e-05,4.54749686723003e-06,28123.106,76.7338265123016,0.0008185492723915
MAT-POC35,2019-08-13,1.0,1,15.5,,13.947,15.0732,1.1262,4331.348,,2020-11-03,pellet/smear,0.301,0.004725816,0.980333333,0.018205616,2020-11-19,,0.410666667,0.007535103,0.134666667,0.002403701,40.72222222,2.032104347,Did not amplify,2019-08-07,tight,0.60825,0.01255,0.65655,0.01255,0.0483,0.0,0.64405,0.01265,0.0125,0.0001,0.0035081842099734,0.0004819130992245,407222.2222,1457.27021797833,0.044732032614327,6.51499366940731e-05,8.60179452216723e-06,20321.04347,72.7201263405757,0.0003578562609146
MAT-POC36,2019-08-13,1.0,1,52.5,,37.025,39.6538,2.6288,10026.202,,2020-11-02,pellet,0.426333333,0.005238745,0.9,0.013114877,2020-11-18,,0.448666667,0.003282953,0.132666667,0.00120185,52.75,1.98526771,No sample,2019-08-07,tight,0.60735,0.00405,0.65495,0.00385,0.0476,0.0002,0.64265,0.00395,0.0123,0.0001,0.0047126519094668,0.0006946798017334,527500.0,2762.13764693749,0.0644062427627131,6.86731668183027e-05,6.29322299710299e-06,19852.6771,103.954174048159,0.0005236279899407
MAT-POC37,2019-08-13,2.0,1,15.0,,23.321,24.5059,1.1849,4553.821,,2020-11-03,,0.547333333,0.005238745,1.167,0.012220202,2020-11-18,,0.758666667,0.002728451,0.221666667,0.000666667,88.66666667,2.508571166,1a_Pe,2019-08-07,wide,0.6148,0.0007,0.664,0.0006,0.0492,0.0001,0.65065,0.00035,0.01335,0.00025,0.0038440246114197,0.0007301560612505,886666.6667,2920.62424072005,0.0439740604648272,4.02525769019028e-05,2.19595917362584e-06,25085.71166,82.6307566546863,0.0008234842783675
MAT-POC38,2019-08-13,1.0,1,20.0,,30.795,32.9563,2.1613,8254.377,,2020-11-02,pellet,0.901666667,0.002333333,1.978666667,0.005547772,2020-11-17,lots of tissue in spin-down,1.032,0.022052967,0.293,0.006110101,101.1666667,2.386303511,Did not amplify,2019-08-07,wide,0.59905,0.00375,0.6552,0.0042,0.05615,0.00045,0.63585,0.00415,0.01935,5e-05,0.0047942241237588,0.0007099263820879,1011666.667,2451.22476717504,0.0468842167010302,1.34420126437162e-05,1.4804511594273e-05,23863.03511,57.8191064207511,0.0001211478467726
MAT-POC39,2019-08-13,2.0,1,22.0,,14.399,15.4326,1.0336,3980.394,,2020-11-03,,0.449,0.008,0.2335,0.0045,2020-11-19,,0.438,0.004,0.142666667,0.001333333,79.25,2.034270772,1a,2019-08-07,wide,0.59915,0.00095,0.65045,0.00425,0.0513,0.0033,0.63745,0.00375,0.013,0.0005,0.0012905757570732,0.0007885316564139,792500.0,4380.2196465978,0.0718521834773141,2.48719096652241e-05,7.36945287325828e-06,20342.70772,112.435997501755,0.0027635455183582
MRB-POC02,2019-07-28,,1,30.0,,7.665,8.224,0.559,2181.66,,2020-11-02,smear,0.247333333,0.001763834,0.473,0.004163332,2020-11-17,,0.194333333,0.001763834,0.062666667,0.000333333,22.3,1.369747019,1a_Pm,2019-12-16,wide,0.76815,0.00105,0.8135,0.0007,0.04535,0.00035,0.80345,0.00115,0.01005,0.00045,0.0065042215560628,0.0008617291466131,223000.0,3066.47231924315,0.138197519320151,5.72499656225076e-05,4.58366106542724e-06,13697.47019,188.353870768131,0.0061879486262754
MRB-POC03,2019-07-28,,1,22.5,,13.153,14.041,0.888,3428.57,,2020-11-01,pellet/smear,0.418666667,0.008089774,0.842333333,0.019229607,2020-11-16,,0.426666667,0.01338324,0.124666667,0.003844188,102.6666667,6.173419726,1a_Pm,2019-12-16,wide,0.77775,0.01165,0.82635,0.01225,0.0486,0.0006,0.8183,0.0076,0.00805,0.00465,0.0055278148010686,0.000818125343073,1026666.667,6737.50280948034,0.0528281470117279,0.0001261943485184,2.52274942614559e-05,61734.19726,405.130838323266,0.030515637714849
MRB-POC04,2019-07-28,,1,15.5,,10.3906,11.004,0.6134,2387.836,,2020-11-02,pellet/smear,0.522333333,0.003282953,1.106,0.007211103,2020-11-17,"slightly clumpy, watch but don't discard",0.475666667,0.003333333,0.14,0.001,43.16666667,2.154566514,1a_Pm,2019-12-16,tight,0.77515,0.00555,0.8243,0.0056,0.04915,5e-05,0.81175,0.00515,0.01255,0.00045,0.0071793037712807,0.000908772629276,431666.6667,2802.04894048419,0.0814649749815314,4.68089502377885e-05,6.49123306625748e-06,21545.66514,139.857933991279,0.0029210548798158
MRB-POC05,2019-07-28,,1,25.0,,26.201,27.869,1.668,6384.77,,2020-10-28,"pinkish tinge, lighter than whole homogenate",0.582333333,0.013169831,1.489666667,0.037489258,2020-11-19,,0.636333333,0.015857,0.182666667,0.004807402,142.1666667,6.295059791,1a_Pe,2019-12-16,wide,0.77295,0.00195,0.8224,0.0017,0.04945,0.00025,0.8083,0.002,0.0141,0.0003,0.0058328908754739,0.0007152437245194,1421666.667,5566.63226318254,0.0552095063721951,0.0001467917325134,1.88237086065747e-05,62950.59791,246.48733591813,0.0011746703483445
MRB-POC06,2019-08-16,,2,19.0,working,30.663,32.819,2.156,8234.29,,2020-11-01,pellet/smear,0.757333333,0.014098857,1.636,0.03300505,2020-11-16,,0.778333333,0.01881784,0.224,0.005131601,101.0,8.469553314,Did not amplify,2019-12-16,tight,0.75645,0.00105,0.80965,0.00095,0.0532,0.0001,0.793,0.0009,0.01665,5e-05,0.0037749459880572,0.0005168630203696,1010000.0,2330.4984400598,0.0384186128980155,7.61566510288076e-05,1.18407803222864e-05,84695.53314,195.428522636439,0.0001153712099039
MRB-POC07,2019-08-16,,2,27.0,working,29.11,30.906,1.796,6869.89,,,,,,,,,,,,,,47.0,2.190293501,1a_Pm,2019-12-16,tight,0.76555,0.00785,0.81385,0.00795,0.0483,0.0001,0.8015,0.0081,0.01235,0.00015,,,470000.0,1847.19114862101,0.048537895075467,,,21902.93501,86.0827822963686,0.0005895290899854
MRB-POC08,2019-07-28,,1,20.8,"some tissue in bag, mild clumping",30.802,32.316,1.514,5801.11,,2020-11-01,pellet/smear,0.398,0.00450925,0.793,0.010535654,,,,,,,86.66666667,2.419408059,1a_Pe,2019-12-16,wide,0.7877,0.0062,0.83515,0.00625,0.04745,5e-05,0.8231,0.0061,0.01205,0.00015,0.0028433179167435,,866666.6667,3107.45127524905,0.043205524459974,3.77758055268733e-05,,24194.08059,86.7483768230563,0.0005378281053108
MRB-POC09,2019-07-28,,1,27.0,,58.849,61.82,2.971,11323.14,,2020-11-03,pellet/smear,0.429666667,0.00788106,1.463,0.029143324,2020-11-19,,0.705,0.017058722,0.225666667,0.005456902,150.1666667,6.40529295,1a_Pe,2019-12-16,tight,0.7732,0.0008,0.8235,0.0001,0.0503,0.0007,0.8094,0.0004,0.0141,0.0003,0.0034885199688425,0.000538101622783,1501666.667,3580.7205429766,0.0336214159676556,6.94921857364653e-05,1.30119696479952e-05,64052.9295,152.734055791945,0.0007153492759075
MRB-POC10,2019-07-28,,1,25.0,,43.663,45.858,2.195,8382.1,,2020-11-02,pellet/smear,0.557666667,0.009243616,1.229333333,0.023411773,2020-11-19,,0.682666667,0.010867894,0.196333333,0.003179797,103.8333333,2.212339134,Did not amplify,2019-12-16,wide,0.76905,0.00285,0.819,0.003,0.04995,0.00015,0.80595,0.00315,0.01305,0.00015,0.0036665433870987,0.0005855732244902,1038333.333,3096.87707436084,0.0389222271268536,6.98266931914437e-05,9.48389126829792e-06,22123.39134,65.9840354445783,0.0004473819209983
MRB-POC11,2019-08-16,,2,17.0,working,32.503,34.173,1.67,6392.35,,2020-11-02,pellet,0.497,0.00305505,1.047333333,0.006765928,2020-11-17,,0.514333333,0.002333333,0.150666667,0.000881917,117.3333333,5.829046044,1a_Pm,2019-12-16,tight,0.7767,0.0037,0.8301,0.0031,0.0534,0.0006,0.81275,0.00325,0.01735,0.00015,0.0027853084798235,0.000400687280734,1173333.333,3120.39651474028,0.0461410905222649,1.79935041103819e-05,2.34539551182273e-06,58290.46044,155.019332089138,0.0003989143272818
MRB-POC12,2019-07-28,1.0,1,25.0,,35.955,38.553,2.598,9909.47,,2020-11-02,pellet/smear,0.63,0.007211103,1.411666667,0.017704362,2020-11-18,,0.681666667,0.007310571,0.199666667,0.002027588,118.0,6.623191577,10,2019-06-29,tight,0.77545,0.00165,0.82545,0.00155,0.05,0.0001,0.8119,0.0017,0.01355,0.00015,0.0035614080949838,0.0005037269071907,1180000.0,2976.95033134971,0.0341844720252445,4.46652595951146e-05,5.11527861732262e-06,66231.91577,167.092477624939,0.0003784258895783
MRB-POC13,2019-08-16,2.0,2,25.0,working,43.655,46.207,2.552,9735.13,,2020-11-03,,0.714333333,0.01214267,1.561666667,0.028898289,,,,,,,44.72222222,2.629403317,1a_Pm,2019-06-29,tight,0.7578,0.001,0.809,0.0011,0.0512,0.0001,0.79475,0.00075,0.01425,0.00035,0.004010389863823,,447222.2222,1148.47521861547,0.0365942724955907,7.42113587594619e-05,,26294.03317,67.523579988146,0.0008988066928741
MRB-POC14,2019-07-28,1.0,1,30.0,,25.525,27.228,1.703,6517.42,,2020-11-01,pellet/smear,0.454666667,0.012574224,0.926333333,0.029168095,,,,,,,50.58333333,3.939809127,3a,2019-06-30,tight,0.77415,0.00335,0.82255,0.00405,0.0484,0.0007,0.8105,0.0037,0.01205,0.00035,0.0042639572085273,,505833.3333,2328.37533855421,0.055466733768884,0.0001342621543494,,39398.09127,181.351322778032,0.0016110669559426
MRB-POC15,2019-08-16,2.0,2,20.0,working,15.487,16.45,0.963,3712.82,,2020-10-28,light smear,0.496666667,0.012467736,1.246333333,0.035139405,2020-11-19,,0.644666667,0.02867248,0.185,0.008,105.5,2.109502311,1a_Pm,2019-06-30,tight,0.77875,0.00035,0.8278,0.0016,0.04905,0.00125,0.81505,0.00055,0.01275,0.00105,0.0067136749586567,0.0009965470989705,1055000.0,5683.01183467014,0.0686809487128382,0.0001892868762827,4.30939286041338e-05,21095.02311,113.633427475612,0.0056560781292925
MRB-POC16,2019-08-16,1.0,2,19.0,working,8.891,9.602,0.711,2757.74,,2020-11-02,smear,0.345666667,0.000881917,0.697333333,0.002185813,2020-11-18,,0.326666667,0.002333333,0.097333333,0.000881917,81.25,3.375771517,1a_Pe,2019-06-30,wide,0.78305,0.00915,0.83095,0.00925,0.0479,0.0001,0.81855,0.00915,0.0124,0.0001,0.0048044171412098,0.0006705974192636,812500.0,5597.88087346886,0.0854322742535555,1.50595948131441e-05,6.07614314619942e-06,33757.71517,232.580514562649,0.0006889699536577
MRB-POC17,2019-07-28,2.0,2,22.5,working slurry,20.593,21.946,1.353,5190.92,,2020-11-02,pellet,0.439666667,0.012666667,0.916,0.029263174,2020-11-17,,0.471333333,0.003527668,0.138666667,0.00120185,124.6666667,5.308274463,1a_Pe,2019-07-01,wide,0.77325,0.00035,0.83175,0.00075,0.0585,0.0004,0.8173,0.0007,0.01445,5e-05,0.0039703944580151,0.0006010495263845,1246666.667,5403.66640354696,0.0626334060243656,0.0001268409867614,5.20940892943833e-06,53082.74463,230.086719536229,0.0002167245883196
MRB-POC18,2019-07-28,2.0,1,28.0,,26.892,28.574,1.682,6437.83,,2020-11-01,pellet/smear,0.569333333,0.005174725,1.195,0.012529964,2020-11-16,,0.599,0.015,0.173333333,0.004333333,134.1666667,5.781676035,1a_Pe,2019-07-01,wide,0.7717,0.0033,0.8209,0.0039,0.0492,0.0006,0.80805,0.00415,0.01285,0.00025,0.0051974034729093,0.0007538772107992,1341666.667,5835.29957703139,0.0558883971773097,5.44964672878905e-05,1.88469288564625e-05,57816.76035,251.461950657287,0.0010873229022822
MRB-POC19,2019-07-28,2.0,1,32.0,,32.703,34.545,1.842,7044.23,,,,,,,,2020-11-18,,0.407333333,0.00120185,0.120666667,0.000333333,47.77777778,2.244172636,1a_Pm,2019-07-01,tight,0.76885,0.00285,0.8144,0.0024,0.04555,0.00045,0.80415,0.00285,0.01025,0.00045,,0.0005481554895283,477777.7778,2170.4130741898,0.0465629316476038,,1.51424016535519e-06,22441.72636,101.946592249259,0.0020442262674557
MRB-POC20,2019-07-28,2.0,1,28.2,,65.839,70.168,4.329,16469.96,,2020-11-02,pellet,0.671,0.007023769,1.514,0.017039171,2020-11-18,,0.927,0.004,0.27,0.001,217.1666667,8.215500255,1a_Pe,2019-07-01,wide,0.76975,0.00255,0.822,0.0022,0.05225,0.00035,0.80575,0.00235,0.01625,0.00015,0.0025922831628006,0.0004622962047266,2171666.667,3718.3454003167,0.0278233826918827,2.91746077221803e-05,1.71220816565432e-06,82155.00255,140.666466215461,0.0002568312248481
MRB-POC21,2019-07-28,1.0,1,29.5,,45.717,48.103,2.386,9105.99,,,,,,,,2020-11-19,"moderately clumpy, maybe discard",0.455666667,0.046755867,0.148,0.014525839,54.25,2.7334211,1a_Pm,2019-07-01,tight,0.78075,0.00465,0.8299,0.0041,0.04915,0.00055,0.8165,0.0043,0.0134,0.0002,,0.0004794646161482,542500.0,1757.4969882462,0.0434109855161273,,4.70582825700446e-05,27334.211,88.5526147623707,0.0006479251569571
MRB-POC22,2019-07-28,2.0,1,28.0,,20.658,21.828,1.17,4497.35,,2020-11-03,pellet,0.295,0.007371115,0.956666667,0.027720831,2020-11-19,,0.414666667,0.001452966,0.135666667,0.000333333,86.83333333,6.030017505,1a_Pe,2019-07-22,wide,0.7833,0.0005,0.83185,0.00025,0.04855,0.00075,0.81935,5e-05,0.0125,0.0003,0.0059561000758224,0.0008446455526032,868333.3333,5406.14658240964,0.0778236072353719,0.0001725868051185,2.07529411764706e-06,60300.17505,375.42217114523,0.0018677665736489
MRB-POC23,2019-07-28,1.0,1,23.0,,22.364,24.298,1.934,7392.91,,2020-11-01,pellet/smear,0.582,0.011676187,1.224,0.027392213,2020-11-16,,0.515,0.003464102,0.149666667,0.000881917,84.5,2.753785274,1a_Pm,2019-07-22,tight,0.77765,0.00955,0.82665,0.00985,0.049,0.0003,0.8142,0.0102,0.01245,0.00035,0.0038079727739144,0.000465626301551,845000.0,2628.87009310272,0.0387330564013359,8.52196089226029e-05,2.74372216082706e-06,27537.85274,85.6727070963937,0.001088881103652
MRB-POC24,2019-07-28,1.0,1,25.0,,27.165,28.753,1.588,6081.57,,2020-11-02,pellet,0.427333333,0.012018504,0.887,0.02787472,2020-11-17,,0.44,0.002,0.129666667,0.000666667,83.16666667,3.68829708,1a_Pe,2019-07-22,wide,0.77895,0.00535,0.8271,0.0051,0.04815,0.00025,0.8151,0.0053,0.012,0.0002,0.0036462623960589,0.0005330312197343,831666.6667,3418.79920275521,0.0493293672522063,0.0001145868583277,2.74052177316055e-06,36882.9708,151.617800995467,0.0008221561208701
MRB-POC25,2019-07-28,1.0,1,21.0,,7.115,7.522,0.407,1605.58,,2020-11-01,smear,0.235,0.003,0.411333333,0.007333333,2020-11-16,,0.201666667,0.001452966,0.061666667,0.000333333,24.20833333,1.322847125,1a_Pe,2019-07-22,wide,0.7702,0.0015,0.81525,0.00165,0.04505,0.00015,0.8058,0.0015,0.00945,0.00015,0.0053799872899513,0.000806562118985,242083.3333,3166.30127386988,0.123600194322301,9.5915490352396e-05,4.3597908543953e-06,13228.47125,173.02027694042,0.0019619078463857
MRB-POC26,2019-07-28,2.0,1,25.0,,23.466,25.366,1.9,7264.05,,2020-11-02,pellet,0.607,0.011015141,1.353333333,0.028144469,2020-11-18,Slurry still very dark,0.649333333,0.003179797,0.19,0.001,269.6666667,26.10449089,3b,2019-07-23,tight,0.77545,0.00875,0.825,0.0089,0.04955,0.00015,0.8113,0.0092,0.0137,0.0003,0.0046576404794845,0.0006539051906305,2696666.667,9280.86489974601,0.0471500058507307,9.68621808770589e-05,3.44160626647669e-06,261044.9089,898.413794302077,0.001032481879943
